uid,premise,hypothesis,label,metadata
1612," After leaving the San Gregorio Valley, Espejo descended the Rio Conchos to the Rio Grande. Espejo descended Zuni River to the Little Colorado, and continued downstream to the terminus of habitation before turning back to Aguato Pueblo and striking out cross-country toward the quarries.",Espejo turned back to Aguato Pueblo and struck out cross-country toward the quarries.,E,"{'context1': '', 'context2': 'After leaving the San Gregorio Valley, Espejo descended the Rio Conchos to the Rio Grande.', 'target_sentence': 'Espejo descended Zuni River to the Little Colorado, and continued downstream to the terminus of habitation before turning back to Aguato Pueblo and striking out cross-country toward the quarries.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'before', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.9, 100.0, 100.0, 100.0, 99.34]}"
1615-neg, Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium. Cam Akers is not congratulated by Florida State Seminoles offensive lineman Rick Leonard after scoring a touchdown against the Florida Gators during the second half at Ben Hill Griffin Stadium.,Cam Akers scores a touchdown against the Florida Gators during the second half.,E,"{'context1': '', 'context2': 'Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium.', 'target_sentence': 'Cam Akers is not congratulated by Florida State Seminoles offensive lineman Rick Leonard after scoring a touchdown against the Florida Gators during the second half at Ben Hill Griffin Stadium.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.75, 100.0, 100.0, 93.76, 99.97]}"
1615, Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium. Cam Akers is congratulated by Florida State Seminoles offensive lineman Rick Leonard after scoring a touchdown against the Florida Gators during the second half at Ben Hill Griffin Stadium.,Cam Akers scores a touchdown against the Florida Gators during the second half.,E,"{'context1': '', 'context2': 'Oklahoma State Cowboys quarterback Mason Rudolph leaps into the end zone for a touchdown while defended by Kansas Jayhawks linebacker Osaze Ogbebor during the second half at Boone Pickens Stadium.', 'target_sentence': 'Cam Akers is congratulated by Florida State Seminoles offensive lineman Rick Leonard after scoring a touchdown against the Florida Gators during the second half at Ben Hill Griffin Stadium.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['N', 'E', 'E', 'E', 'E'], 'ratings': [9.24, 100.0, 100.0, 100.0, 100.0]}"
1617-neg," Muslims and Croats endorsed independence by 99.4 percent, while the Serbs boycotted a vote their leaders said was illegal. Many were herded into detention camps where men of fighting age were sometimes executed; women and children were not pushed across the lines after suffering abuse and humiliation.",Women and children suffered abuse and humiliation.,E,"{'context1': '', 'context2': 'Muslims and Croats endorsed independence by 99.4 percent, while the Serbs boycotted a vote their leaders said was illegal.', 'target_sentence': 'Many were herded into detention camps where men of fighting age were sometimes executed; women and children were not pushed across the lines after suffering abuse and humiliation.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.75, 97.6, 100.0, 100.0, 98.58]}"
1617," Muslims and Croats endorsed independence by 99.4 percent, while the Serbs boycotted a vote their leaders said was illegal. Many were herded into detention camps where men of fighting age were sometimes executed; women and children were pushed across the lines after suffering abuse and humiliation.",Women and children suffered abuse and humiliation.,E,"{'context1': '', 'context2': 'Muslims and Croats endorsed independence by 99.4 percent, while the Serbs boycotted a vote their leaders said was illegal.', 'target_sentence': 'Many were herded into detention camps where men of fighting age were sometimes executed; women and children were pushed across the lines after suffering abuse and humiliation.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 100.0, 100.0]}"
1620-neg," In a country used to unarmed police officers, the shooting seemed to be a stark turning point--one that seemed even more portentous after the police admission on Saturday. In one recent case, officers didn't face trial after shooting a man carrying a wooden table leg in the mistaken belief that he was armed.",Officers shot a man carrying a wooden table leg in the mistaken belief that he was armed.,E,"{'context1': '', 'context2': 'In a country used to unarmed police officers, the shooting seemed to be a stark turning point--one that seemed even more portentous after the police admission on Saturday.', 'target_sentence': ""In one recent case, officers didn't face trial after shooting a man carrying a wooden table leg in the mistaken belief that he was armed."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 99.54, 100.0, 100.0, 100.0]}"
1620," In a country used to unarmed police officers, the shooting seemed to be a stark turning point--one that seemed even more portentous after the police admission on Saturday. In one recent case, officers faced trial after shooting a man carrying a wooden table leg in the mistaken belief that he was armed.",Officers shot a man carrying a wooden table leg in the mistaken belief that he was armed.,E,"{'context1': '', 'context2': 'In a country used to unarmed police officers, the shooting seemed to be a stark turning point--one that seemed even more portentous after the police admission on Saturday.', 'target_sentence': 'In one recent case, officers faced trial after shooting a man carrying a wooden table leg in the mistaken belief that he was armed.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [100.0, 100.0, 100.0, 99.77, 99.79]}"
1622-neg," Coach Art Shell's Los Angeles Raiders slipped to 9-7 in' 91, but still earned a playoff wild card before losing in the opening round to Kansas City. And he's not hoping to pull off another reclamation project after acquiring RB Eric Dickerson.",He'll acquire RB Eric Dickerson.,E,"{'context1': '', 'context2': ""Coach Art Shell's Los Angeles Raiders slipped to 9-7 in' 91, but still earned a playoff wild card before losing in the opening round to Kansas City."", 'target_sentence': ""And he's not hoping to pull off another reclamation project after acquiring RB Eric Dickerson."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['C', 'E', 'N', 'E', 'E'], 'ratings': [0.06, 100.0, 64.9, 100.0, 100.0]}"
1622," Coach Art Shell's Los Angeles Raiders slipped to 9-7 in' 91, but still earned a playoff wild card before losing in the opening round to Kansas City. And he's hoping to pull off another reclamation project after acquiring RB Eric Dickerson.",He'll acquire RB Eric Dickerson.,E,"{'context1': '', 'context2': ""Coach Art Shell's Los Angeles Raiders slipped to 9-7 in' 91, but still earned a playoff wild card before losing in the opening round to Kansas City."", 'target_sentence': ""And he's hoping to pull off another reclamation project after acquiring RB Eric Dickerson."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [95.46, 100.0, 94.19, 100.0, 99.9]}"
1623-neg, They would have to allow me twenty minutes to get myself back in order before the presentation. I studied my watch; two hours hadn't passed since entering the desert.,They entered the desert.,E,"{'context1': '', 'context2': 'They would have to allow me twenty minutes to get myself back in order before the presentation.', 'target_sentence': ""I studied my watch; two hours hadn't passed since entering the desert."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'since', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [97.79, 100.0, 100.0, 100.0, 99.22]}"
1623, They would have to allow me twenty minutes to get myself back in order before the presentation. I studied my watch; two hours had passed since entering the desert.,They entered the desert.,E,"{'context1': '', 'context2': 'They would have to allow me twenty minutes to get myself back in order before the presentation.', 'target_sentence': 'I studied my watch; two hours had passed since entering the desert.', 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'original', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'since', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'N', 'E'], 'ratings': [100.0, 100.0, 100.0, 36.39, 100.0]}"
1626-neg," Last week, only hours before a deadline to pay some of its creditors, Macy's almost found a savior in the person of billionaire Laurence Tisch, chairman of CBS and a member of the retailer's board. But it didn't fall through after hitting a last-minute snag with creditors, who would have been forced to make significant concessions.",It hit a last-minute snag with creditors.,E,"{'context1': '', 'context2': ""Last week, only hours before a deadline to pay some of its creditors, Macy's almost found a savior in the person of billionaire Laurence Tisch, chairman of CBS and a member of the retailer's board."", 'target_sentence': ""But it didn't fall through after hitting a last-minute snag with creditors, who would have been forced to make significant concessions."", 'speaker_context1': '', 'speaker_context2': '', 'speaker_target': '', 'type': 'negated', 'adversarial': False, 'original_negated': False, 'trigger_data': ""{'preposition': 'after', 'embedded_clause_head_tag': ['VBG']}"", 'trigger_type': 'temporal_adverbs', 'annotator': 'OA', 'nli_labels': ['E', 'E', 'E', 'E', 'E'], 'ratings': [99.94, 99.02, 100.0, 100.0, 100.0]}"
